,DATE,GPP_PI_F,TA,SITE_ID,LULC,LATITUDE,LONGITUDE,ELEVATION
136,2017-05-17,-42.056931,15.846041666666666,US-Bi2,CRO,38.1091,-121.5351,-5.0
137,2017-05-18,-10.628621,19.298125000000002,US-Bi2,CRO,38.1091,-121.5351,-5.0
138,2017-05-19,7.7745869999999995,21.296666666666667,US-Bi2,CRO,38.1091,-121.5351,-5.0
139,2017-05-20,-13.600010999999999,22.534583333333334,US-Bi2,CRO,38.1091,-121.5351,-5.0
140,2017-05-21,-25.825770000000002,23.171041666666667,US-Bi2,CRO,38.1091,-121.5351,-5.0
141,2017-05-22,-27.381015,23.832291666666666,US-Bi2,CRO,38.1091,-121.5351,-5.0
142,2017-05-23,-24.07181,22.212500000000002,US-Bi2,CRO,38.1091,-121.5351,-5.0
143,2017-05-24,-21.85837,16.997291666666666,US-Bi2,CRO,38.1091,-121.5351,-5.0
144,2017-05-25,-15.274007,16.994375,US-Bi2,CRO,38.1091,-121.5351,-5.0
145,2017-05-26,-18.456261,16.697708333333335,US-Bi2,CRO,38.1091,-121.5351,-5.0
146,2017-05-27,-20.055662,17.966041666666666,US-Bi2,CRO,38.1091,-121.5351,-5.0
147,2017-05-28,-30.415806,19.488541666666666,US-Bi2,CRO,38.1091,-121.5351,-5.0
148,2017-05-29,-32.871222,18.912499999999998,US-Bi2,CRO,38.1091,-121.5351,-5.0
149,2017-05-30,-34.253174,18.647083333333335,US-Bi2,CRO,38.1091,-121.5351,-5.0
150,2017-05-31,-37.538508,19.942083333333333,US-Bi2,CRO,38.1091,-121.5351,-5.0
151,2017-06-01,-44.753297,20.211875,US-Bi2,CRO,38.1091,-121.5351,-5.0
152,2017-06-02,-72.214235,21.63291666666667,US-Bi2,CRO,38.1091,-121.5351,-5.0
153,2017-06-03,-7.401416000000003,20.865833333333335,US-Bi2,CRO,38.1091,-121.5351,-5.0
154,2017-06-04,11.784423,19.815,US-Bi2,CRO,38.1091,-121.5351,-5.0
155,2017-06-05,-2.4818510000000007,21.231666666666666,US-Bi2,CRO,38.1091,-121.5351,-5.0
156,2017-06-06,-0.5557929999999992,20.345833333333335,US-Bi2,CRO,38.1091,-121.5351,-5.0
157,2017-06-07,8.619023,17.84375,US-Bi2,CRO,38.1091,-121.5351,-5.0
158,2017-06-08,45.659689,16.872291666666666,US-Bi2,CRO,38.1091,-121.5351,-5.0
159,2017-06-09,6.726525,17.176458333333333,US-Bi2,CRO,38.1091,-121.5351,-5.0
160,2017-06-10,55.205372,15.795833333333334,US-Bi2,CRO,38.1091,-121.5351,-5.0
161,2017-06-11,42.77103,14.0025,US-Bi2,CRO,38.1091,-121.5351,-5.0
162,2017-06-12,130.698192,15.622916666666667,US-Bi2,CRO,38.1091,-121.5351,-5.0
163,2017-06-13,49.635321,18.484583333333333,US-Bi2,CRO,38.1091,-121.5351,-5.0
164,2017-06-14,77.11710599999999,21.546041666666667,US-Bi2,CRO,38.1091,-121.5351,-5.0
165,2017-06-15,164.255752,22.236041666666665,US-Bi2,CRO,38.1091,-121.5351,-5.0
166,2017-06-16,126.635047,25.711041666666663,US-Bi2,CRO,38.1091,-121.5351,-5.0
