system:index,ZCTA5CE10,.geo
00000000000000000168,05853,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000169,05855,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000016a,05857,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000016b,05858,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000016c,05859,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000016d,05860,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000016e,05862,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000016f,05866,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000170,05867,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000171,05471,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000172,05472,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000173,05474,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000174,05868,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000175,05871,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000176,05872,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000177,05874,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000178,05875,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000179,05901,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000017a,05902,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000017b,05903,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000017c,05904,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000017d,05905,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000017e,05906,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000017f,05907,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000180,05001,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000181,05031,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000182,05032,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000183,05476,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000184,05477,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000185,05481,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000186,05483,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000187,05486,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000188,05487,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000189,05033,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000018a,05036,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000018b,05038,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000018c,05039,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000018d,05040,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000018e,05489,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000018f,05491,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000190,05041,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000191,05042,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000192,05043,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000193,05045,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000194,05046,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000195,05051,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000196,05053,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000197,05055,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000198,05492,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000199,05494,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000019a,05495,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000019b,05602,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000019c,05640,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000019d,05641,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000019e,05647,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000019f,05648,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001a0,05649,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001a1,05651,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001a2,05652,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001a3,05653,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001a4,05654,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001a5,05655,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001a6,05058,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001a7,05059,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001a8,05060,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001a9,05061,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001aa,05067,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001ab,05068,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001ac,05656,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001ad,05658,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001ae,05660,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001af,05661,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001b0,05069,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001b1,05070,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001b2,05072,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001b3,05075,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001b4,05076,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001b5,05077,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001b6,05667,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001b7,05669,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001b8,05672,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001b9,05673,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001ba,05674,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001bb,05675,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001bc,05676,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001bd,05677,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001be,05079,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001bf,05081,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001c0,05084,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001c1,05086,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001c2,05091,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001c3,05678,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001c4,05679,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001c5,05680,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001c6,05681,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001c7,05701,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001c8,05732,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001c9,05733,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001ca,05734,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001cb,05737,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001cc,05743,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001cd,05744,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001ce,05747,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001cf,05748,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001d0,05751,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001d1,05753,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001d2,05760,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001d3,05762,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001d4,05763,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001d5,05766,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001d6,05767,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001d7,05769,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001d8,05778,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001d9,05819,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001da,05820,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001db,05821,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001dc,05822,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001dd,05824,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001de,05825,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001df,05826,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001e0,05827,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001e1,05828,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001e2,05829,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001e3,05830,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001e4,05832,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001e5,05836,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001e6,05837,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001e7,05839,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001e8,05403,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001e9,05404,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001ea,05408,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001eb,05439,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001ec,05440,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001ed,05441,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001ee,05442,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001ef,05443,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001f0,05444,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001f1,05445,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001f2,05447,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001f3,05448,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001f4,05450,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001f5,05452,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001f6,05454,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001f7,05455,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001f8,05456,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001f9,05457,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001fa,05458,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001fb,05459,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001fc,54480,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001fd,54485,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001fe,54490,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001ff,54491,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000200,54511,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000201,54513,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000202,54745,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000203,54748,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000204,54749,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000205,54751,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000206,54757,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000207,54762,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000208,54514,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000209,54515,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000020a,54517,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000020b,54519,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000020c,54520,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000020d,54521,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000020e,54524,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000020f,54525,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000210,54526,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000211,54529,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000212,54530,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000213,54534,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000214,54536,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000215,54537,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000216,54538,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000217,54541,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000218,54763,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000219,54766,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000021a,54772,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000021b,54805,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000021c,54812,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000021d,54542,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000021e,54547,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000021f,54550,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000220,54552,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000221,54556,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000222,54557,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000223,54558,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000224,54559,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000225,54560,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000226,54561,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000227,54813,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000228,54814,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000229,54817,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000022a,54819,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000022b,54820,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000022c,54821,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000022d,54822,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000022e,54824,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000022f,54826,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000230,54827,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000231,54828,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000232,54829,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000233,54565,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000234,54566,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000235,54568,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000236,54830,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000237,54832,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000238,54836,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000239,54837,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000023a,54838,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000023b,54839,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000023c,54840,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000023d,54844,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000023e,54845,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000023f,54846,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000240,54847,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000241,54848,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000242,54849,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000243,54850,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000244,54853,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000245,54854,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000246,54856,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000247,54857,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000248,54859,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000249,54862,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000024a,54864,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000024b,54865,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000024c,54867,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000024d,54871,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000024e,54872,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000024f,54876,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000250,54888,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000251,54889,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000252,54893,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000253,54896,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000254,56464,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000255,56465,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000256,56467,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000257,56468,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000258,56469,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000259,56470,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000025a,56473,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000025b,56474,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000025c,56475,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000025d,56477,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000025e,56482,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000025f,56484,"{""type"":""MultiPoint"",""coordinates"":[]}"
